label	ENSMUSG00000000301.16	ENSMUSG00000003051.13	ENSMUSG00000004359.16	ENSMUSG00000004610.4	ENSMUSG00000005054.6	ENSMUSG00000006056.13	ENSMUSG00000006356.10	ENSMUSG00000006360.11	ENSMUSG00000008668.14	ENSMUSG00000014503.14	ENSMUSG00000015656.16	ENSMUSG00000017009.3	ENSMUSG00000018593.12	ENSMUSG00000019139.9	ENSMUSG00000020407.13	ENSMUSG00000020633.13	ENSMUSG00000020644.8	ENSMUSG00000021395.10	ENSMUSG00000021456.7	ENSMUSG00000021520.4	ENSMUSG00000021591.7	ENSMUSG00000023043.6	ENSMUSG00000025351.13	ENSMUSG00000025815.13	ENSMUSG00000026031.15	ENSMUSG00000026246.12	ENSMUSG00000026547.15	ENSMUSG00000027533.10	ENSMUSG00000027907.4	ENSMUSG00000028494.12	ENSMUSG00000028617.10	ENSMUSG00000028773.8	ENSMUSG00000029223.12	ENSMUSG00000029304.14	ENSMUSG00000029394.11	ENSMUSG00000029580.14	ENSMUSG00000029614.13	ENSMUSG00000029762.6	ENSMUSG00000030246.11	ENSMUSG00000030532.6	ENSMUSG00000030672.12	ENSMUSG00000030744.13	ENSMUSG00000031765.7	ENSMUSG00000031812.16	ENSMUSG00000031843.1	ENSMUSG00000031950.7	ENSMUSG00000032056.9	ENSMUSG00000032191.5	ENSMUSG00000032348.5	ENSMUSG00000032623.9	ENSMUSG00000032788.14	ENSMUSG00000033213.16	ENSMUSG00000034127.14	ENSMUSG00000034391.10	ENSMUSG00000034892.8	ENSMUSG00000035191.15	ENSMUSG00000036036.15	ENSMUSG00000038217.13	ENSMUSG00000038750.12	ENSMUSG00000038925.12	ENSMUSG00000039103.12	ENSMUSG00000039307.16	ENSMUSG00000039382.12	ENSMUSG00000040413.15	ENSMUSG00000040952.16	ENSMUSG00000041359.14	ENSMUSG00000041583.8	ENSMUSG00000041857.10	ENSMUSG00000041966.18	ENSMUSG00000041995.7	ENSMUSG00000043716.13	ENSMUSG00000044712.15	ENSMUSG00000045104.8	ENSMUSG00000045291.8	ENSMUSG00000046323.8	ENSMUSG00000047215.14	ENSMUSG00000048108.13	ENSMUSG00000049382.9	ENSMUSG00000049775.16	ENSMUSG00000050621.6	ENSMUSG00000050737.13	ENSMUSG00000050810.8	ENSMUSG00000051159.16	ENSMUSG00000052477.15	ENSMUSG00000053964.17	ENSMUSG00000053965.10	ENSMUSG00000054310.16	ENSMUSG00000055933.13	ENSMUSG00000057657.3	ENSMUSG00000057666.18	ENSMUSG00000060143.6	ENSMUSG00000060461.5	ENSMUSG00000061787.15	ENSMUSG00000062081.6	ENSMUSG00000062275.7	ENSMUSG00000062825.15	ENSMUSG00000062867.13	ENSMUSG00000064010.12	ENSMUSG00000065353.1	ENSMUSG00000066359.5	ENSMUSG00000066463.12	ENSMUSG00000066478.3	ENSMUSG00000068220.5	ENSMUSG00000069117.3	ENSMUSG00000069324.5	ENSMUSG00000069678.10	ENSMUSG00000069682.5	ENSMUSG00000070034.13	ENSMUSG00000071041.4	ENSMUSG00000071644.10	ENSMUSG00000073294.4	ENSMUSG00000073628.5	ENSMUSG00000074207.10	ENSMUSG00000074365.13	ENSMUSG00000074501.5	ENSMUSG00000074768.5	ENSMUSG00000074783.10	ENSMUSG00000075023.11	ENSMUSG00000075706.10	ENSMUSG00000076441.9	ENSMUSG00000076937.3	ENSMUSG00000078238.4	ENSMUSG00000078636.4	ENSMUSG00000079042.9	ENSMUSG00000079162.8	ENSMUSG00000079192.2	ENSMUSG00000079808.3	ENSMUSG00000080241.3	ENSMUSG00000080921.4	ENSMUSG00000080970.1	ENSMUSG00000081249.3	ENSMUSG00000081586.3	ENSMUSG00000081766.3	ENSMUSG00000082475.1	ENSMUSG00000083068.1	ENSMUSG00000083410.1	ENSMUSG00000084034.1	ENSMUSG00000084349.3	ENSMUSG00000084353.1	ENSMUSG00000084824.1	ENSMUSG00000085079.3	ENSMUSG00000085973.1	ENSMUSG00000086130.1	ENSMUSG00000089716.7	ENSMUSG00000090467.3	ENSMUSG00000090693.3	ENSMUSG00000091269.1	ENSMUSG00000092341.2	ENSMUSG00000092358.1	ENSMUSG00000092806.2	ENSMUSG00000093674.7	ENSMUSG00000094005.1	ENSMUSG00000094041.1	ENSMUSG00000094467.1	ENSMUSG00000094484.2	ENSMUSG00000094708.1	ENSMUSG00000094807.2	ENSMUSG00000095136.1	ENSMUSG00000095291.1	ENSMUSG00000095434.1	ENSMUSG00000095672.1	ENSMUSG00000095674.1	ENSMUSG00000095680.1	ENSMUSG00000095799.1	ENSMUSG00000095937.1	ENSMUSG00000096276.8	ENSMUSG00000096363.1	ENSMUSG00000096483.1	ENSMUSG00000096528.1	ENSMUSG00000096544.2	ENSMUSG00000096745.1	ENSMUSG00000099021.1	ENSMUSG00000099250.1	ENSMUSG00000099693.1	ENSMUSG00000100755.1	ENSMUSG00000100862.1	ENSMUSG00000101878.1	ENSMUSG00000102070.1	ENSMUSG00000102917.1	ENSMUSG00000103998.1	ENSMUSG00000105361.1	ENSMUSG00000105880.1	ENSMUSG00000106037.1	ENSMUSG00000106634.1	ENSMUSG00000107521.1	ENSMUSG00000108473.1	ENSMUSG00000108980.1
Early blastocyst cell (86-88h post-fertilization)	3.683	4.7262	7.0974	6.4139	6.4795	6.3513	6.2448	3.5042	7.628	2.9957	8.4365	5.1934	4.9515	6.5976	7.1716	2.9957	4.5511	3.0135	7.3856	7.4717	6.1685	4.2295	6.9963	3.0042	3.0523	4.7529	6.0063	6.7193	4.9996	6.9327	2.9957	7.1132	5.761	5.4892	3.2119	10.3382	8.0484	5.9644	2.9957	3.1072	6.8084	7.5065	6.9251	8.3029	5.5311	7.9367	2.9957	2.9957	5.381	2.9957	4.8885	5.6772	4.7518	6.3448	7.7798	2.9957	5.0933	2.9957	2.9957	2.9957	2.9957	3.0691	3.4546	5.9629	8.1844	4.6997	2.9957	2.9957	3.2119	2.9957	8.3664	4.2502	2.9957	2.9957	8.558	7.7781	3.0011	3.3912	3.0417	8.0559	5.962	2.9957	5.9869	3.3963	3.547	2.9975	2.9957	2.9957	7.2747	7.2154	6.3721	8.449	7.7992	8.7984	2.9957	8.0352	6.5163	3.5485	2.9957	2.9957	2.9957	3.0962	4.5028	7.3833	6.1989	3.1642	7.234	3.0237	6.1111	7.2511	3.7191	2.9957	3.097	7.5668	5.1254	6.5485	3.039	2.9957	6.9327	5.5164	2.9957	4.5134	5.5915	2.9957	4.8737	2.9957	3.1375	7.8595	8.1879	3.1935	3.0887	2.9957	8.3464	7.8694	6.8535	6.6319	7.3667	7.7403	7.4955	3	2.9957	2.9957	3.0288	2.9957	6.9516	6.8367	6.8254	7.6737	7.8782	3.2272	8.7106	2.9957	3.2272	2.9957	3.0264	6.2432	3.2272	5.5685	2.9957	3.2272	3.0768	3.2272	3.1994	2.9957	6.2433	2.9957	2.9957	5.4383	6.9838	8.2382	5.5976	3.6853	3.6853	2.9957	8.1433	2.9957	7.8475	2.999	2.9957	2.9957	9.7488	2.9957	8.3053	3.0189	5.6892	3.0423	3.018
Early blastocyst cell (86-88h post-fertilization)	6.092	5.133	3.1846	7.506	6.6003	7.1461	6.9919	6.6186	7.7196	2.9957	7.635	5.9895	5.3387	5.8836	3.2136	3.0122	6.6774	3.8508	6.3416	6.9465	4.7126	7.1066	8.4207	3.0494	3.0983	5.7417	5.7206	5.4536	5.9214	5.4008	3.0351	8.4165	3.0059	3.0294	5.3114	10.4029	8.3384	6.9633	2.9957	2.9957	6.8184	7.2839	7.5971	7.1518	5.213	8.3946	2.9957	2.9957	5.0567	2.9957	3.0876	5.5348	5.8888	3.226	7.5391	2.9957	4.6296	2.9957	2.9957	2.9957	2.9957	2.9995	6.5724	7.493	8.0958	3.0154	2.9957	2.9957	3.0666	2.9957	7.7167	5.3918	2.9957	2.9957	8.2819	7.298	3.0607	5.7849	3.9455	7.7276	6.5211	2.9957	5.6759	3.0014	6.7016	3.2075	2.9957	2.9957	6.5653	6.7361	6.3043	8.3332	7.3403	7.476	2.9957	8.3678	6.5381	6.7092	2.9957	2.9957	2.9957	2.9957	6.5321	6.5383	5.8	5.152	6.6613	4.316	5.5879	7.1974	2.999	2.9957	5.0373	7.5671	3.2091	5.3915	3.9205	2.9957	7.8088	6.9704	2.9957	6.1489	5.364	2.9957	4.2443	2.9957	4.2204	7.1428	8.1448	6.0867	3.0805	2.9957	7.8569	7.4126	5.0535	5.3651	7.2384	6.8504	3.4096	3.0311	2.9957	2.9957	2.9957	2.9957	6.4581	5.6392	2.9957	7.0069	7.3059	2.9957	8.414	2.9957	2.9957	2.9957	2.9957	5.4714	2.9957	5.905	3.326	2.9957	5.6026	2.9957	5.2786	2.9957	5.4714	2.9957	2.9957	5.8453	5.7913	8.3358	6.2443	4.0486	4.0486	2.9957	7.9342	3.9967	6.5176	2.9987	2.9957	2.9957	10.0018	2.9957	7.7196	2.9957	3.4942	2.9979	3.7271
Early blastocyst cell (86-88h post-fertilization)	5.1483	5.5684	3.091	7.1934	7.0891	6.6539	7.1395	7.0227	7.8002	2.9957	8.0351	6.2804	3.8319	6.2964	4.2236	3.0432	6.1292	3.7328	6.2495	7.029	4.1433	7.4963	8.046	3.0807	3.0336	5.8135	6.8778	6.0002	6.8351	6.2463	4.0088	8.5241	3.0417	3.1179	5.4626	10.8096	8.1863	7.0487	2.9957	2.9957	7.065	7.4975	7.7035	7.7844	4.5274	8.226	2.9957	2.9957	6.0626	2.9957	4.6159	5.7611	4.9966	5.1366	7.9316	2.9957	4.0803	2.9957	2.9957	2.9957	2.9957	3.0002	5.6676	6.8887	8.3256	2.9957	3.0184	2.9957	3.8245	2.9957	7.9449	5.1803	2.9957	2.9957	8.6326	7.5843	3.0584	6.6247	4.8227	7.9774	5.9025	2.9957	5.6375	4.3218	6.6461	2.9979	2.9957	2.9957	7.211	7.036	7.1558	8.5838	7.5866	8.31	2.9957	8.4689	5.3535	6.5704	3.0659	2.9957	2.9957	4.4982	6.9067	7.3945	5.2249	4.1363	6.9712	4.1225	4.3883	6.881	3.7123	3.3039	5.57	7.6145	4.4251	5.0973	3.0495	2.9957	7.5421	6.9682	2.9957	7.1869	5.9566	2.9992	3.5966	5.4406	4.1927	7.7946	8.3452	4.8491	4.0727	2.9957	7.5463	7.6121	5.589	5.239	7.7246	6.9834	6.9434	3.729	3.0132	3.0535	3.0027	2.9957	6.8857	4.9896	6.0479	6.9019	7.4235	3.0388	8.9281	3.2347	3.0388	2.9957	3.0375	6.0984	3.0388	6.961	2.9959	3.0388	5.0522	3.0388	4.1681	2.9957	6.0986	2.9957	3.5014	5.3494	5.6833	8.5625	6.7649	3.5656	3.5656	4.2059	8.3276	4.2339	7.7649	4.8828	3.03	3.0238	9.9685	3.951	8.0297	3.0712	3.9383	3.0697	3.9117
Early blastocyst cell (86-88h post-fertilization)	3.4643	6.4953	3.0092	7.7895	6.7013	6.985	7.029	6.0948	7.5988	2.9957	7.6704	6.1145	3.031	6.7187	3.0322	2.9957	6.5616	3.0169	5.6057	6.7913	5.3078	7.2062	7.8175	3.2269	3.1371	5.0622	6.2823	5.3153	6.959	6.4254	5.2618	8.1564	2.9957	4.7096	5.2915	10.9617	8.1653	6.975	2.9957	3.8936	7.0851	7.5677	7.4739	7.6104	4.5009	8.287	2.9957	2.9957	4.833	2.9957	5.4427	6.0987	4.732	5.1757	7.6645	2.9957	3.0131	3.002	2.9957	2.9957	3.0236	3.0006	6.1883	6.4318	7.6724	2.9957	2.9957	2.9957	3.9132	2.9957	8.1681	5.1942	2.9957	3.1185	8.5934	6.9719	2.9964	6.6542	5.877	7.9989	6.4854	2.9957	5.4051	3.8728	6.6226	2.998	2.9957	2.9957	6.9594	6.9068	6.7142	8.3306	7.1925	7.9908	2.9957	8.3926	4.8048	6.2338	2.9957	2.9957	2.9957	4.0507	6.6484	6.886	5.4802	4.7323	7.1648	3.6593	2.9957	6.9776	2.9981	2.9957	5.0682	7.5895	3.1794	5.3184	3.5602	2.9957	8.0397	7.6524	2.9957	7.3873	5.864	2.9957	4.379	2.9957	3.1817	7.3111	8.1398	3.0435	3.0998	2.9957	7.9604	7.2795	6.0141	5.6842	7.3168	6.811	7.0418	3.208	2.9957	2.9957	3.2078	3.047	6.2377	5.918	3.6927	7.4588	7.6963	3.1814	8.6184	3.1078	3.1814	2.9957	3.0063	5.524	3.1814	7.2031	2.9957	3.1814	3.3246	3.1814	3.1621	2.9957	5.5241	2.9957	2.9957	5.8693	6.2932	8.0179	5.6564	2.9957	2.9957	2.9957	7.8456	3.6915	7.0899	4.0707	3.7328	3.3699	10.317	2.9957	7.7987	3.5089	4.3054	3.0106	2.9957
Early blastocyst cell (86-88h post-fertilization)	5.0708	5.3698	5.723	7.0924	5.9895	7.0182	6.2549	4.8065	7.7231	3.3941	8.4614	4.8128	5.212	6.2161	6.28	3.4589	5.4672	3.6463	6.6114	7.0196	5.2783	5.044	7.4882	4.0712	3.0854	4.9695	5.888	5.293	4.4612	6.5728	3.0508	7.3171	3.1391	6.4564	4.7298	10.5509	8.2353	5.6988	2.9957	3.284	6.4657	7.5567	6.4851	7.8396	4.7324	8.3681	2.9957	2.9957	4.4792	2.9957	3.7189	5.6126	4.4612	5.9305	8.0111	2.9957	5.6481	2.9957	2.9957	2.9957	3.0437	2.9957	5.5412	5.9229	8.1761	4.2163	2.9957	2.9957	3.9947	2.9957	8.3724	4.3853	2.9957	2.9957	8.5569	7.6966	3.1019	4.8778	4.0194	7.9378	4.6807	2.9957	4.8719	3.1543	4.1273	3.0031	2.9957	2.9957	7.1428	6.6706	6.7667	8.7396	7.63	8.2918	2.9957	8.2622	6.149	4.7669	4.9667	2.9957	2.9957	3.0885	5.4563	7.0285	5.6887	4.5634	6.9621	2.9957	4.8344	6.8038	2.998	2.9957	3.5379	7.4077	3.3409	6.6846	3.3245	2.9957	7.1071	5.2373	2.9957	5.0639	5.3057	3.0055	4.2114	3.9369	3.0108	7.7738	8.5781	2.9957	4.6748	2.9957	8.3776	7.6277	7.3794	7.2022	7.0246	6.9108	7.1739	3.9393	3.0152	2.9957	2.9957	2.9957	6.5965	5.6383	6.5656	8.7796	7.5043	3.1467	8.6789	2.9957	3.1467	2.9957	2.9957	5.1193	3.1467	6.2221	2.9961	3.1467	2.9957	3.1467	4.9829	2.9957	5.1194	2.9957	2.9957	5.8687	7.5133	8.403	5.0278	3.5483	3.5483	2.9957	8.261	7.2523	7.6405	3.1985	3.0894	3.0333	9.6032	3.8735	8.042	3.4678	3.8994	3.1469	3.0466
Early blastocyst cell (86-88h post-fertilization)	5.2178	5.5974	5.79	7.3093	6.1013	6.245	5.6212	3.8702	7.7113	2.9957	8.2656	5.3174	5.3483	5.7149	6.969	3.0311	4.5956	3.5925	6.5902	7.2803	5.8618	4.8519	7.3874	3.1114	3.0487	5.0048	5.3072	6.6479	5.4133	6.5084	4.383	7.2035	2.9957	5.564	4.1959	10.2399	8.4231	5.4465	2.9957	2.9957	6.293	7.6772	7.6795	8.0395	5.5421	7.9905	2.9957	2.9957	4.9192	3.2772	4.075	6.501	3.6733	6.2363	7.9594	2.9957	4.6662	3.033	2.9957	2.9957	2.9957	2.9957	4.1758	5.7934	8.3793	3.09	4.0057	2.9957	3.1448	2.9957	8.1678	5.215	2.9957	2.9957	8.5502	7.6558	3.0462	4.3328	4.7057	8.0621	6.4101	2.9957	5.0005	3.436	5.4354	2.9957	2.9957	2.9957	7.3083	6.9595	6.5766	8.6754	7.6389	8.5052	2.9957	8.1081	6.3936	3.6657	2.9957	2.9957	2.9957	4.8693	5.0014	7.3008	5.2823	4.3088	7.3209	2.999	5.1706	6.9161	3.0135	2.9957	3.0618	6.7997	5.3683	5.5593	2.9983	2.9957	7.1575	6.1703	2.9957	5.7775	5.9115	3.4327	4.4211	4.7651	3.0084	7.7608	8.2781	3.0405	4.8711	2.9957	8.3514	7.678	6.8089	6.5884	7.6704	7.1717	6.9406	3.0054	2.9957	2.9957	3.0022	3.0103	7.1111	6.111	6.5963	7.1627	7.8143	2.9957	8.6478	2.9957	2.9957	2.9957	2.9998	5.859	2.9957	6.4799	4.638	2.9957	3.0013	2.9957	2.9957	2.9957	5.8591	2.9957	2.9957	5.0543	7.0565	8.6866	4.1329	2.9957	2.9957	3.0377	8.2224	4.341	8.0502	4.1723	3.2598	2.9957	10.0291	3.0092	8.2255	3.1408	4.312	3.5859	3.3607
Early blastocyst cell (86-88h post-fertilization)	4.8799	5.0076	4.8159	6.1425	6.7021	6.2048	4.7303	6.2041	7.7891	3.2331	7.1094	5.8601	4.8758	5.9768	6.153	3.4331	5.0157	2.9967	5.8562	6.6027	6.5553	4.9335	7.493	4.6235	3.2556	6.209	5.2852	6.3401	5.1476	6.1605	5.6393	7.4944	2.9957	6.5361	5.6429	10.4427	8.1524	5.0751	2.9957	3.0701	6.3472	7.3887	7.6812	7.8508	4.7073	8.2833	2.9957	2.9957	4.8046	2.9957	3.1178	6.8385	3.3007	6.1077	8.3156	2.9957	5.403	4.1953	3.2183	2.9957	2.9957	3.044	3.0238	5.4383	8.3649	3.0754	2.9957	2.9957	3.18	2.9957	8.0467	5.2098	2.9957	2.9957	8.2742	7.504	3.278	4.583	5.0101	8.4378	6.3404	2.9957	4.7341	3.0212	3.0894	3.4783	2.9957	2.9957	7.1036	6.7589	6.7039	8.6245	7.6741	8.2427	2.9957	7.4662	6.0733	3.3805	4.6414	2.9957	3.5355	2.9957	5.9491	7.1715	5.1619	2.9957	7.5028	3.1334	5.153	6.7702	2.9957	2.9957	3.0001	7.4661	4.5544	4.9162	4.0141	2.9957	7.3631	5.6088	2.9957	5.5459	5.5056	4.0432	3.9973	2.9957	2.9957	7.4847	8.3952	2.9957	3.1401	2.9957	7.9281	7.834	7.0667	6.6688	7.3586	6.7796	6.8032	3.9838	2.9957	2.9957	2.999	2.9957	6.9479	4.5094	4.8713	7.6626	8.2643	2.9957	8.5869	2.9957	2.9957	2.9957	3.0062	5.0995	2.9957	6.4744	3.4319	2.9957	2.9957	2.9957	5.0593	2.9957	5.0996	2.9957	2.9957	6.2118	7.4198	7.9869	5.71	3.9308	3.9308	2.9957	8.2964	3.1191	6.9895	2.9957	3.1618	3.0506	10.0138	4.4751	7.9001	3.1625	5.3976	3.5964	4.4708
Early blastocyst cell (86-88h post-fertilization)	5.4073	5.654	5.7379	7.1757	6.7895	6.8212	6.2735	5.3895	7.7111	3.0217	8.3482	5.2289	4.4906	5.9754	6.0765	3.1099	5.2611	3.5998	6.3769	6.8409	6.1843	5.8927	7.6024	3.4589	3.0786	5.4068	6.1507	5.8557	5.9913	6.3716	2.9957	7.5849	3.984	6.1682	4.4754	10.4842	8.1802	6.3405	3.3741	4.4361	6.2713	7.6985	6.8983	7.8712	4.7406	8.1539	2.9957	2.9957	5.4914	3.0656	3.6348	5.5848	5.1311	5.7345	7.8989	2.9957	5.3739	3.0088	2.9957	2.9957	2.997	3.0178	6.3911	6.0841	8.1264	3.8022	2.9957	2.9957	3.8605	2.9957	8.1646	5.2819	3.2069	3.0275	8.3375	7.6171	3.1187	5.5854	5.0327	7.8516	5.91	2.9957	4.8235	4.1577	5.4322	2.9981	2.9957	2.9957	7.0185	6.8879	6.6469	8.7244	7.4143	8.393	2.9957	8.3557	5.5689	5.3249	4.8991	2.9957	2.9957	2.9957	5.5335	7.1715	5.5171	3.6294	7.1383	3.7371	4.4393	7.1168	2.9957	2.9957	4.4453	7.4797	3.8614	6.2476	3.2097	2.9957	7.2444	6.2618	2.9957	6.3435	5.786	4.0061	4.3755	4.9935	3.9634	7.5589	8.2248	5.458	4.0987	2.9957	8.541	7.6454	6.9756	6.9236	7.3988	7.1842	7.4734	3.3443	3.0088	2.9957	3.2286	3.3992	6.8341	5.9381	6.4903	8.7586	7.5371	3.0615	8.7829	3.2048	3.0615	3.2597	3.053	5.6284	3.0615	6.8417	3.5398	3.0615	4.6875	3.0615	3.8907	2.9957	5.6286	2.9957	2.9957	4.8944	7.1158	8.355	5.7856	3.4961	3.4961	5.0554	8.0375	5.1978	7.9512	4.1389	3.1853	3.095	9.9093	3.667	7.9915	3.2943	4.6665	3.2461	3.7774
Early blastocyst cell (86-88h post-fertilization)	6.0526	5.6415	5.3291	7.129	6.1041	6.811	5.4958	4.5674	7.8646	2.9957	7.8349	5.8407	6.0305	6.1903	6.7747	3.0659	3.0018	3.7133	6.8606	7.159	6.3133	2.9993	6.9239	3.2163	3.0238	3.8208	5.9102	6.9283	3.5452	5.6729	3.6431	6.4263	3.2007	5.4769	3.8186	10.2127	8.1452	5.0985	2.9957	3.0208	5.8906	7.5526	5.7291	8.0768	4.5259	7.9225	2.9957	2.9957	5.2857	3.0111	4.5135	6.4139	3.0545	5.609	8.1895	2.9957	5.0062	2.9957	2.9957	2.9957	2.9957	3.0026	5.4731	4.2015	8.3263	3.892	2.9957	2.9957	3.0351	3.4433	8.1387	4.8802	2.9957	3.0715	8.3669	7.5298	3.1338	3.4392	4.5972	7.9459	5.0699	2.9957	5.8922	3.8983	2.9957	3.0256	2.9957	2.9957	7.4346	6.5419	6.8661	8.656	7.6418	8.6291	2.9991	8.1983	6.3371	3.0019	5.8381	2.9957	2.9957	3.7089	4.2949	7.5476	6.3537	4.2224	7.3056	3.0216	5.3386	7.1577	2.9957	2.9957	2.9957	7.4452	5.3284	6.2213	3.1555	2.9957	7.1607	4.6726	2.9957	3.793	5.8965	3.0108	4.2319	4.7962	3.0268	7.5791	8.4	2.9957	3.2101	2.9957	8.1245	7.53	6.94	6.7406	7.6126	7.0652	7.7396	3.2764	2.9957	3.2478	3.0088	2.9957	7.2698	5.3707	6.8959	7.2456	7.6148	3.1306	8.877	3.0844	3.1306	2.9957	3.043	5.4783	3.1306	6.4677	4.5141	3.1306	2.9957	3.1306	4.2748	2.9957	5.4784	2.9957	3.16	5.8541	7.0382	8.6508	5.1564	3.5566	3.5566	2.9957	8.4925	3.7953	7.7425	4.255	3.0879	3.0199	10.0754	3.7019	8.1225	3.0201	4.0524	3.3123	3.1524
Early blastocyst cell (86-88h post-fertilization)	5.6438	5.9951	6.5397	7.122	6.0633	6.6541	5.6513	4.5189	7.7201	3.1498	7.9756	4.8887	5.6881	6.394	6.4372	3.1103	4.505	3.5977	6.3884	7.1444	5.5048	4.5541	7.0019	3.5428	3.131	5.1641	5.506	6.4012	5.2519	5.877	4.147	6.534	5.2541	5.8138	4.7086	10.2685	8.1433	6.0384	2.9957	3.1672	5.9959	7.6477	8.1775	8.0676	4.3349	7.9786	2.9957	3.4597	4.6691	2.9957	4.1244	6.6221	3.4216	6.0771	8.0759	2.9957	5.2928	3.0272	2.9957	2.9957	3.0807	3.106	5.4702	6.01	8.2321	3.8883	3.6279	2.9957	3.4217	2.9957	8.1818	5.2428	2.9957	3.0247	8.5211	7.6365	3.175	4.9442	3.6099	8.1859	5.6428	2.9957	5.7017	3.549	5.2176	3.0985	3.0029	2.9957	7.0416	6.3756	6.8155	8.6274	7.635	8.6304	2.9957	8.2786	5.5646	3.9738	5.1173	2.9957	2.9957	2.9963	4.4966	7.2676	5.1714	4.2823	7.2041	3.103	4.625	7.0391	2.9957	2.9957	3.0051	7.2772	3.9111	6.6983	3.22	2.9957	7.0908	6.1032	2.9957	5.4646	5.5785	3.8026	4.1039	4.5789	3.2012	7.4938	8.3985	3.3812	4.8389	2.9957	8.0992	7.5991	6.6382	6.4202	7.9168	7.1463	7.1466	3.3245	3.0105	2.9957	3.0788	3.2897	7.0125	5.2144	6.535	8.0782	7.6901	3.3197	8.9723	3.0879	3.3197	3.1592	3.1206	5.3024	3.3197	6.9164	5.1103	3.3197	2.9957	3.3197	2.9957	2.9957	5.3029	2.9957	4.2785	6.1643	6.8152	8.8372	5.4957	3.2162	3.2162	3.5846	8.1541	3.0356	7.974	3.1264	3.4337	3.0944	9.793	3.9267	7.9084	3.2811	5.3379	3.3226	3.3814
Early blastocyst cell (86-88h post-fertilization)	5.7413	5.2467	6.0466	7.0517	6.368	6.7707	5.4181	4.9675	7.8969	3.0134	7.811	5.9387	4.7454	6.4687	7.0545	3.0869	3.5042	3.9424	6.6038	6.9063	5.8812	4.1989	6.706	3.3483	3.4293	4.8652	5.4729	6.4417	5.0735	5.6403	4.4441	6.4216	4.5039	5.0685	4.0814	10.1794	8.2134	5.4954	2.9957	4.4061	6.0722	7.7196	8.2055	7.9991	4.0319	7.8169	2.9957	2.9957	4.6941	3.2318	4.4113	5.7022	3.0772	6.0662	8.1979	2.9957	5.0078	3.0765	2.9957	2.9957	2.9957	3.0501	5.5981	5.8398	8.2379	4.0615	3.2875	2.9957	3.4396	2.9957	8.1943	5.192	2.9957	3.0313	8.0352	7.4571	3.1233	4.5026	3.6946	8.1943	5.0924	2.9957	4.4511	3.5281	4.2938	2.9973	2.9957	2.9957	7.4774	6.8369	6.8465	8.5633	7.6007	8.5826	2.9957	8.4853	5.5646	4.4574	4.722	2.9957	2.9957	3.558	4.25	7.7958	5.6424	4.1896	7.3828	2.9971	4.6468	6.9136	2.9957	2.9957	2.9957	7.1679	4.4658	6.8757	3.1009	2.9957	7.2961	5.7787	2.9957	5.0273	5.8847	3.4886	4.0478	2.9957	3.5722	7.3331	8.4557	4.6756	5.2239	2.9957	8.3037	7.5809	6.8951	6.33	7.845	7.1968	7.1884	3.0967	2.9957	2.9957	3.0644	3.0306	7.351	5.7547	6.795	7.9438	7.7942	2.9957	8.8876	2.9957	2.9957	2.9957	3.0338	5.6679	2.9957	7.4252	4.1489	2.9957	4.2014	2.9957	2.9957	2.9957	5.6683	2.9957	2.9957	5.5921	6.8461	8.7686	5.3365	3.6123	3.6123	2.9957	8.1706	4.5595	8.159	4.8286	3.1619	3.0051	9.9741	3.4393	8.0781	3.0936	4.2093	3.0184	3.6583
Early blastocyst cell (86-88h post-fertilization)	5.2106	5.4084	2.9986	7.1153	7.2637	6.8919	6.2006	6.3798	7.8398	3.0169	7.2627	6.1921	4.7883	5.6663	3.0213	3.2039	6.6345	2.9957	5.7934	6.8273	5.6302	6.6849	7.9187	3.0628	3.1196	4.1193	5.8776	4.3374	6.8064	3.2474	2.9957	8.0737	2.9957	3.2195	3.0557	10.928	7.8775	6.5398	2.9957	3.2297	7.1651	6.9681	7.2007	7.2155	4.5947	8.0983	2.9957	2.9957	6.4635	2.9957	4.758	5.881	6.1143	3.4963	7.9057	2.9957	2.9957	3.197	2.9957	2.9957	2.9957	3.0095	3.0296	5.8879	8.0228	2.9978	2.9957	2.9957	3.0575	2.9957	7.9316	5.3833	2.9957	2.9957	8.0555	6.8201	3.0746	6.4168	5.2569	7.7702	6.5079	2.9957	3.43	4.8761	6.1739	3.0015	2.9957	2.9957	7.235	6.565	6.5987	8.4369	7.5277	7.6641	2.9957	8.207	5.4392	6.4257	2.9957	2.9957	2.9957	2.9957	6.3429	7.1774	3.5394	3.0064	6.9423	3.8191	4.7014	6.9898	2.9957	2.9957	3.0723	7.2584	3.0419	4.6453	2.9957	2.9957	7.2426	6.3629	2.9957	7.2782	4.75	2.9957	3.3938	5.9285	3.2915	6.6588	8.4154	2.9957	3.0489	2.9957	8.4014	7.0285	6.1384	5.352	6.8314	6.3584	7.6316	3.477	2.9957	3.3355	3.1175	3.0876	5.9374	4.6259	5.4173	8.3663	7.7086	3.5069	8.5065	4.7754	3.5069	2.9957	3.0339	4.542	3.5069	6.2209	2.9957	3.5069	4.375	3.5069	2.9957	2.9957	4.5421	2.9957	2.9957	6.0793	5.9725	7.9576	5.6896	3.935	3.935	2.9957	7.9837	3.0852	6.805	2.9957	3.1379	3.0147	10.6041	4.5015	7.6062	3.1959	5.2046	3.3981	3.4157
