label	ENSMUSG00000000301.16	ENSMUSG00000003051.13	ENSMUSG00000004359.16	ENSMUSG00000004610.4	ENSMUSG00000005054.6	ENSMUSG00000006056.13	ENSMUSG00000006356.10	ENSMUSG00000006360.11	ENSMUSG00000008668.14	ENSMUSG00000014503.14	ENSMUSG00000015656.16	ENSMUSG00000017009.3	ENSMUSG00000018593.12	ENSMUSG00000019139.9	ENSMUSG00000020407.13	ENSMUSG00000020633.13	ENSMUSG00000020644.8	ENSMUSG00000021395.10	ENSMUSG00000021456.7	ENSMUSG00000021520.4	ENSMUSG00000021591.7	ENSMUSG00000023043.6	ENSMUSG00000025351.13	ENSMUSG00000025815.13	ENSMUSG00000026031.15	ENSMUSG00000026246.12	ENSMUSG00000026547.15	ENSMUSG00000027533.10	ENSMUSG00000027907.4	ENSMUSG00000028494.12	ENSMUSG00000028617.10	ENSMUSG00000028773.8	ENSMUSG00000029223.12	ENSMUSG00000029304.14	ENSMUSG00000029394.11	ENSMUSG00000029580.14	ENSMUSG00000029614.13	ENSMUSG00000029762.6	ENSMUSG00000030246.11	ENSMUSG00000030532.6	ENSMUSG00000030672.12	ENSMUSG00000030744.13	ENSMUSG00000031765.7	ENSMUSG00000031812.16	ENSMUSG00000031843.1	ENSMUSG00000031950.7	ENSMUSG00000032056.9	ENSMUSG00000032191.5	ENSMUSG00000032348.5	ENSMUSG00000032623.9	ENSMUSG00000032788.14	ENSMUSG00000033213.16	ENSMUSG00000034127.14	ENSMUSG00000034391.10	ENSMUSG00000034892.8	ENSMUSG00000035191.15	ENSMUSG00000036036.15	ENSMUSG00000038217.13	ENSMUSG00000038750.12	ENSMUSG00000038925.12	ENSMUSG00000039103.12	ENSMUSG00000039307.16	ENSMUSG00000039382.12	ENSMUSG00000040413.15	ENSMUSG00000040952.16	ENSMUSG00000041359.14	ENSMUSG00000041583.8	ENSMUSG00000041857.10	ENSMUSG00000041966.18	ENSMUSG00000041995.7	ENSMUSG00000043716.13	ENSMUSG00000044712.15	ENSMUSG00000045104.8	ENSMUSG00000045291.8	ENSMUSG00000046323.8	ENSMUSG00000047215.14	ENSMUSG00000048108.13	ENSMUSG00000049382.9	ENSMUSG00000049775.16	ENSMUSG00000050621.6	ENSMUSG00000050737.13	ENSMUSG00000050810.8	ENSMUSG00000051159.16	ENSMUSG00000052477.15	ENSMUSG00000053964.17	ENSMUSG00000053965.10	ENSMUSG00000054310.16	ENSMUSG00000055933.13	ENSMUSG00000057657.3	ENSMUSG00000057666.18	ENSMUSG00000060143.6	ENSMUSG00000060461.5	ENSMUSG00000061787.15	ENSMUSG00000062081.6	ENSMUSG00000062275.7	ENSMUSG00000062825.15	ENSMUSG00000062867.13	ENSMUSG00000064010.12	ENSMUSG00000065353.1	ENSMUSG00000066359.5	ENSMUSG00000066463.12	ENSMUSG00000066478.3	ENSMUSG00000068220.5	ENSMUSG00000069117.3	ENSMUSG00000069324.5	ENSMUSG00000069678.10	ENSMUSG00000069682.5	ENSMUSG00000070034.13	ENSMUSG00000071041.4	ENSMUSG00000071644.10	ENSMUSG00000073294.4	ENSMUSG00000073628.5	ENSMUSG00000074207.10	ENSMUSG00000074365.13	ENSMUSG00000074501.5	ENSMUSG00000074768.5	ENSMUSG00000074783.10	ENSMUSG00000075023.11	ENSMUSG00000075706.10	ENSMUSG00000076441.9	ENSMUSG00000076937.3	ENSMUSG00000078238.4	ENSMUSG00000078636.4	ENSMUSG00000079042.9	ENSMUSG00000079162.8	ENSMUSG00000079192.2	ENSMUSG00000079808.3	ENSMUSG00000080241.3	ENSMUSG00000080921.4	ENSMUSG00000080970.1	ENSMUSG00000081249.3	ENSMUSG00000081586.3	ENSMUSG00000081766.3	ENSMUSG00000082475.1	ENSMUSG00000083068.1	ENSMUSG00000083410.1	ENSMUSG00000084034.1	ENSMUSG00000084349.3	ENSMUSG00000084353.1	ENSMUSG00000084824.1	ENSMUSG00000085079.3	ENSMUSG00000085973.1	ENSMUSG00000086130.1	ENSMUSG00000089716.7	ENSMUSG00000090467.3	ENSMUSG00000090693.3	ENSMUSG00000091269.1	ENSMUSG00000092341.2	ENSMUSG00000092358.1	ENSMUSG00000092806.2	ENSMUSG00000093674.7	ENSMUSG00000094005.1	ENSMUSG00000094041.1	ENSMUSG00000094467.1	ENSMUSG00000094484.2	ENSMUSG00000094708.1	ENSMUSG00000094807.2	ENSMUSG00000095136.1	ENSMUSG00000095291.1	ENSMUSG00000095434.1	ENSMUSG00000095672.1	ENSMUSG00000095674.1	ENSMUSG00000095680.1	ENSMUSG00000095799.1	ENSMUSG00000095937.1	ENSMUSG00000096276.8	ENSMUSG00000096363.1	ENSMUSG00000096483.1	ENSMUSG00000096528.1	ENSMUSG00000096544.2	ENSMUSG00000096745.1	ENSMUSG00000099021.1	ENSMUSG00000099250.1	ENSMUSG00000099693.1	ENSMUSG00000100755.1	ENSMUSG00000100862.1	ENSMUSG00000101878.1	ENSMUSG00000102070.1	ENSMUSG00000102917.1	ENSMUSG00000103998.1	ENSMUSG00000105361.1	ENSMUSG00000105880.1	ENSMUSG00000106037.1	ENSMUSG00000106634.1	ENSMUSG00000107521.1	ENSMUSG00000108473.1	ENSMUSG00000108980.1
Early blastocyst cell (86-88h post-fertilization)	5.1713	2.9969	5.4945	6.8168	6.2771	6.1661	5.5884	4.5336	7.7936	3.1914	8.0364	5.5688	5.1705	5.6078	6.8419	2.9957	3.9704	3.6173	6.2353	7.1486	5.8393	4.1116	7.5319	3.5798	3.0913	4.2317	5.2783	6.8865	3.8639	5.9773	4.0033	6.5899	3.184	5.9388	3.4433	10.1483	8.2554	5.3565	2.9957	3.1535	5.1821	7.7306	5.9432	8.1708	2.998	8.0927	2.9957	2.9957	5.6072	2.9957	4.457	5.9987	3.8646	5.8225	8.1021	2.9957	3.818	2.9957	2.9957	2.9957	2.9957	2.9957	5.4266	5.5571	8.544	5.4484	2.9957	2.9957	3.5918	2.9957	8.5665	5.1423	2.9957	3.0021	8.3659	7.5337	3.148	3.8149	2.9957	8.206	5.1046	2.9957	5.2265	3.558	3.0434	2.9961	2.9957	2.9957	7.2641	6.7466	6.8667	8.8175	7.6013	8.6951	2.9957	8.1272	5.3687	2.9971	4.9112	2.9957	2.9957	4.575	3.7727	7.3883	5.7712	4.0627	7.4162	2.9973	4.8262	6.9432	2.9957	4.2202	2.9957	7.5447	5.2781	6.3868	2.9957	2.9957	7.0392	5.179	2.9957	4.0118	5.7303	2.9983	3.6369	2.9957	3.0014	7.7779	8.4449	2.9957	5.4055	2.9957	8.2234	7.4332	6.6049	6.2136	7.0768	7.1968	7.1487	3.4018	2.9957	2.9957	2.9973	3.0312	7.1846	4.9543	6.7612	6.6613	7.7819	3.0662	8.9524	2.9957	3.0662	2.9957	2.9998	5.5531	3.0662	6.5983	3.0964	3.0662	2.9957	3.0662	2.9957	2.9957	5.5532	2.9957	2.9957	4.8284	6.5956	8.2869	4.3382	4.2321	4.2321	2.9957	8.3616	7.6718	8.0152	5.8028	3.1192	3.032	9.5261	3.5098	8.4639	3.0217	4.0104	2.9957	2.9957
Early blastocyst cell (86-88h post-fertilization)	5.145	4.6331	4.6919	7.3746	6.9335	6.8131	6.483	5.5311	7.6148	3.0134	8.3191	5.7102	4.6169	5.6251	6.4841	3.2818	4.3049	4.0266	6.6103	7.3434	5.9121	4.4446	7.1891	3.2562	3.0702	4.1601	6.4021	6.4832	4.1527	6.0171	3.1368	7.0858	3.7473	6.7043	4.8949	10.6011	8.0293	5.4187	2.9957	4.0175	5.9593	7.813	6.1946	7.9291	4.1158	8.1936	2.9957	2.9957	5.0319	2.9957	3.307	5.7358	2.9957	6.459	8.0924	2.9957	5.012	3.0933	2.9957	2.9957	3.0052	3.0391	4.8969	5.7512	8.2601	2.9957	2.9957	2.9957	3.0452	2.9957	8.3221	4.6554	2.9957	2.9957	8.6634	7.3664	3.1053	3.827	3.608	8.0179	6.352	2.9957	5.6712	3.4478	4.7891	3.001	2.9957	2.9957	7.2542	6.8597	6.5158	8.63	7.607	8.316	2.9957	7.8862	5.5465	3.0204	4.4072	2.9957	2.9957	3.1501	5.3628	7.1688	6.2415	3.3942	6.9451	3.3768	4.4115	6.8132	3.2344	4.6648	2.9957	7.6583	3.9409	7.0798	3.0879	2.9957	7.2926	6.201	2.9957	4.5355	6.1651	4.2051	5.1728	4.7593	3.2012	7.7489	8.4608	2.9957	4.9359	2.9957	8.32	7.2959	6.7019	6.1472	7.4148	7.151	6.9378	3.1337	3.0236	2.9957	3.0549	3.4379	6.8651	6.7234	5.4644	8.154	7.4527	3.2855	8.7313	2.9957	3.2855	2.9957	3.0092	4.7492	3.2855	6.7327	3.8104	3.2855	3.8207	3.2855	4.0824	2.9957	4.7493	2.9957	2.9957	4.4102	6.9577	8.4078	4.6745	3.2901	3.2901	2.9957	8.3791	7.5163	7.5486	3.511	3.1036	3.0183	9.0145	4.481	8.4338	3.1749	4.5837	3.5701	3.4573
Early blastocyst cell (86-88h post-fertilization)	4.7543	5.35	4.9926	7.088	7.4228	6.2592	5.4559	4.6205	7.6438	2.9957	7.7231	6.383	3.2142	5.2192	3.0069	2.9957	6.8692	2.9957	6.3895	6.6322	5.7181	6.9429	7.4466	3.0171	3.016	3.0064	5.2766	5.7589	6.9796	5.0634	3.2901	8.3377	2.9957	3.0095	5.4576	11.1679	8.2385	6.9192	2.9957	3.5061	6.5513	6.7534	7.8174	7.4535	3.0591	7.6809	2.9957	2.9957	6.4672	2.9957	4.6918	6.0761	5.8787	5.0367	8.1326	2.9957	3.0007	3.0007	2.9957	2.9957	3.0057	2.9967	5.3875	6.6227	7.9869	2.9957	2.9957	2.9957	3.0211	2.9957	8.0948	5.8416	2.9957	3.1398	8.6848	7.3907	2.9957	6.0625	5.2923	7.9499	4.7843	2.9957	2.9957	4.292	6.3995	2.9957	2.9957	2.9957	6.7876	7.3608	6.5616	8.7844	7.7234	8.0519	2.9957	7.6726	5.4899	6.4712	2.9957	2.9957	2.9957	3.0682	5.3382	6.9216	5.3599	3.2839	7.0083	4.2625	4.4042	6.8954	2.9957	2.9957	6.1376	7.4837	3.1328	5.1608	3.0233	2.9957	7.362	6.5799	2.9957	7.1494	6.323	2.9957	3.3459	6.0214	3.5573	7.8197	8.3671	2.9957	3.0842	2.9957	7.539	7.4052	5.5941	4.9731	7.6577	6.8234	6.8406	2.9957	2.9957	2.9957	3.0204	4.1325	6.8404	5.3417	6.1399	7.9956	7.5222	2.9957	8.7002	3.0563	2.9957	2.9957	2.9957	5.1925	2.9957	7.0145	2.9957	2.9957	3.044	2.9957	2.9957	2.9957	5.1926	2.9957	2.9957	6.2724	5.6283	8.2505	6.0997	3.1423	3.1423	5.632	7.7384	5.3288	6.7539	3.0053	3.1731	3.1232	9.5336	3.0788	8.1089	2.9957	4.0642	2.9957	5.2925
Early blastocyst cell (86-88h post-fertilization)	4.6409	4.9963	5.6998	6.4832	7.0274	6.1859	5.2199	3.8114	8.029	2.9957	8.0203	5.9054	4.6517	5.2912	6.2498	3.0359	3.1059	2.9974	5.6109	7.3644	5.9179	3.9589	7.1065	4.5792	3.055	3.7477	5.8385	7.5349	4.7302	6.4144	4.4372	5.8404	3.678	5.3187	4.7066	10.8231	8.1685	4.8505	3.2894	4.3287	6.3456	7.4455	6.5866	8.0505	4.7361	7.6506	2.9957	2.9957	3.9328	3.7827	4.3053	6.0317	2.9996	6.2061	8.0966	2.9957	5.8861	3.3038	2.9957	2.9957	3.0049	2.9957	3.5511	5.8865	8.2533	3.2808	2.9957	2.9957	4.1515	2.9957	8.251	4.7336	2.9957	3.0284	8.6582	7.7045	3.1947	4.3771	2.9957	8.3287	4.9627	2.9957	4.4341	3.608	2.9957	3.0099	2.9957	2.9957	7.2464	7.053	6.4841	9.0003	7.6915	8.4854	2.9957	7.6119	5.6621	3.1334	5.0875	2.9957	2.9957	3.1369	4.2878	7.1638	4.7408	3.3962	7.5453	2.9957	4.8977	7.1613	3.0097	2.9957	3.7414	7.952	4.6288	5.7759	3.1453	2.9957	7.6682	6.3212	2.9957	5.0169	6.1668	2.9957	3.6906	4.6406	3.0123	7.7298	8.6656	4.6042	4.334	2.9957	8.4135	7.7113	6.5448	6.0286	7.4829	6.6829	7.8745	3.1272	2.9957	2.9957	3.0526	3.0514	6.7805	4.8775	6.004	9.3898	8.0069	3.3535	8.7354	3.2113	3.3535	2.9957	3.0304	5.1697	3.3535	6.392	2.9957	3.3535	2.9957	3.3535	3.4948	2.9957	5.1699	2.9957	3.0348	4.9108	6.7465	8.233	3.7799	3.1831	3.1831	2.9957	8.1955	5.9111	6.4499	3.0161	3.1728	3.0297	9.4239	4.0514	8.3518	3.1674	4.5853	3.0408	3.5276
Early blastocyst cell (86-88h post-fertilization)	4.9479	5.9389	3.0254	7.0617	7.4902	6.268	6.3465	6.1868	7.577	3.0584	7.305	6.7081	3.299	5.0972	3.0075	3.0238	6.9144	3.7396	5.8573	6.811	4.9903	6.8766	8.0479	4.4865	3.113	3.5108	6.4441	5.3264	7.2137	5.6975	3.1867	8.6377	2.9957	3.0303	4.0652	11.2178	7.7241	7.1798	2.9957	3.3418	6.9642	7.3732	8.0163	7.6174	4.4077	7.8742	2.9957	2.9957	5.5756	2.9957	5.4903	5.3009	4.866	5.8616	8.1986	2.9957	3.8492	3.0176	2.9957	2.9957	3.0426	3.0204	4.4206	6.4206	8.3665	2.9957	2.9957	2.9957	3.225	2.9957	8.0363	5.9596	2.9957	3.0488	8.7217	7.4086	3.1307	6.3967	3.875	7.9545	6.4745	2.9957	4.8274	3.6095	7.0022	3.495	2.9957	2.9957	7.1473	7.4244	6.9619	8.5413	7.6883	8.203	2.9957	7.3325	5.3654	6.6519	5.409	2.9957	2.9957	4.4864	5.4111	7.2603	4.6082	2.9957	7.4847	3.7185	4.4621	6.7349	2.9957	2.9957	6.2356	7.6515	3.9025	4.7434	3.068	2.9957	7.2113	6.2887	2.9957	7.4017	6.7499	2.9957	4.304	4.6737	3.5278	7.8299	8.4178	5.1954	3.3608	2.9957	7.8721	7.4149	5.7734	5.3615	7.529	6.737	7.3908	3.0538	2.9957	3.1196	3.1826	3.1094	6.8921	5.4927	4.3578	8.3352	7.896	3.5266	8.897	3.8261	3.5266	2.9957	3.0353	6.1245	3.5266	6.8913	3.4786	3.5266	3.7681	3.5266	4.438	2.9957	6.1245	2.9957	3.2529	6.2916	5.767	8.4792	7.0914	3.3815	3.3815	4.8403	8.0404	4.4025	7.7222	5.3926	3.2419	3.0068	9.4511	4.4483	8.2202	3.2645	4.9639	3.4356	4.8232
Early blastocyst cell (86-88h post-fertilization)	5.1344	3.0308	5.5892	6.3123	6.5728	6.3144	4.6845	3.0037	8.1323	2.9957	7.3511	5.826	5.5338	5.8411	6.1171	3.1514	3.7282	3.2518	6.6368	7.1566	5.9133	4.7448	7.2139	4.1163	3.0998	3.3249	4.4699	7.3099	3.6877	5.8034	2.9957	6.7176	6.2486	6.3336	3.2715	10.6034	8.2225	3.5659	2.9957	4.2334	5.741	7.862	7.0458	7.7422	4.0695	7.3994	2.9957	2.9957	5.2981	3.0357	4.7195	6.0167	3.0056	5.3219	8.3185	2.9957	5.4704	3.0353	2.9957	2.9957	4.2461	3.0201	4.4489	4.8242	8.3369	2.9957	4.062	2.9957	3.243	2.9957	8.2172	5.3729	2.9957	2.9957	8.2828	7.738	3.1005	4.0503	3.019	8.5822	3.0488	2.9957	5.1159	3.8406	4.2081	3.12	2.9957	2.9957	7.3487	7.7832	6.7932	9.3233	8.0281	8.1591	2.9957	7.3454	6.1739	3.0068	4.3822	2.9957	2.9957	3.3467	4.3396	7.3909	4.6381	4.055	7.7794	3.3681	5.2795	7.322	2.9957	4.3869	3.8332	7.2422	3.1721	6.7605	3.016	2.9957	6.8164	5.3373	2.9957	3.9287	6.5102	3.9363	4.1639	2.9957	3.2814	7.1332	8.684	2.9957	4.9434	2.9957	7.7271	7.9537	5.6407	5.3755	7.1309	7.2714	7.4515	3.2186	2.9957	2.9957	3.0483	3.1182	7.0298	4.3011	6.3354	8.2505	8.455	3.0635	9.1026	2.9957	3.0635	2.9957	3.0476	5.7701	3.0635	6.3714	2.9957	3.0635	2.9957	3.0635	2.9957	2.9957	5.7703	2.9957	3.1756	4.7414	5.9673	8.0836	4.5849	3.3559	3.3559	4.4923	8.3708	2.9964	7.7118	2.9967	3.0599	3.0641	10.2486	3.3391	8.4761	3.0777	3.4723	3.2513	4.5884
Early blastocyst cell (86-88h post-fertilization)	5.2179	4.2745	6.6088	6.2122	6.7191	6.2115	4.5115	4.4094	7.9878	2.9957	7.7928	6.5234	3.6664	4.7793	6.7159	3.1708	4.0102	3.686	6.0232	6.8785	6.4891	3.8415	6.7931	3.1992	3.0707	4.6961	5.2164	6.916	4.7161	5.9472	4.4312	6.3478	2.9957	3.0011	3.9167	10.8361	8.2062	4.6969	2.9957	3.1308	5.6356	7.8218	6.4971	8.0742	4.941	7.885	2.9957	2.9957	4.5437	2.9969	4.2907	6.6896	3.7044	5.5115	8.3797	2.9957	4.7985	3.0134	2.9957	2.9957	3.0035	3.1093	4.9669	5.6756	8.582	3.9596	2.9957	2.9957	3.1977	2.9957	8.2584	4.9279	2.9957	3.0909	8.9458	7.8299	3.0134	4.4556	3.0088	8.2533	4.7782	2.9957	5.2736	3.828	4.3203	3.004	2.9957	2.9957	7.3802	7.3103	6.9596	9.0854	7.8426	8.619	2.9957	7.2912	5.7339	3.0019	6.285	2.9957	2.9957	3.1759	4.0306	7.5027	6.3646	4.2314	7.4196	3.3395	4.9815	7.0893	3.0284	3.7821	2.9957	7.1966	5.371	5.6839	3.1288	2.9957	6.9306	5.6563	2.9957	4.9304	6.4119	2.9957	4.6011	4.7545	3.1359	7.7509	8.4254	2.9957	3.1921	2.9957	8.1788	7.7852	5.9123	5.6054	7.4071	6.8687	7.9266	3.1158	2.9957	2.9957	3.0363	3.3305	7.372	6.3328	6.6609	8.827	7.7189	3.1944	9.1238	4.5028	3.1944	2.9957	3.1225	6.219	3.1944	6.7952	2.9957	3.1944	2.9957	3.1944	2.9957	2.9957	6.2191	2.9957	4.6806	5.5522	6.13	8.4066	6.1032	3.2562	3.2562	3.854	8.2467	8.0097	7.9534	6.538	3.2131	3.0048	9.3394	3.3438	8.1296	3.1359	2.9957	2.9957	3.5417
Early blastocyst cell (86-88h post-fertilization)	3.2844	4.4831	5.6283	7.1753	6.5293	6.6133	4.9788	3.2811	8.23	3.0682	6.3133	6.0404	5.4934	5.7871	6.5871	2.9957	3.0613	3.659	6.4462	7.22	6.2087	3.1609	6.54	2.9996	3.0383	3.4778	5.8042	7.0085	4.0692	5.9852	4.6418	6.4412	5.483	5.5311	4.3612	10.468	8.0192	5.2282	2.9957	3.2394	5.4821	7.7026	7.7209	7.7477	4.9656	7.6876	2.9957	2.9957	2.9957	2.9957	4.2527	6.434	2.9975	5.477	8.3606	2.9957	5.4968	2.9957	2.9957	2.9957	3.6279	3.0199	4.7316	4.7036	8.379	2.9957	2.9957	2.9957	3.2239	2.9957	8.1369	5.3006	2.9957	2.9957	8.379	7.6613	3.0605	4.2208	2.9999	8.5966	6.1687	2.9957	4.6305	3.008	4.4842	2.9978	2.9957	2.9957	7.2569	7.6097	6.748	9.1509	7.7315	8.1501	2.9957	8.162	6.2215	2.9972	6.1821	2.9957	2.9957	4.6178	3.6256	7.1458	5.3141	3.9394	7.5864	3.4553	4.0267	7.1606	3.1501	2.9957	2.9957	7.6606	3.3279	6.2212	2.9972	2.9957	6.9477	6.1656	2.9957	4.0498	6.2845	3.0419	4.4608	4.5433	3.2308	7.4546	8.5269	2.9957	5.1729	2.9957	8.0123	7.8434	5.8818	5.2119	7.0529	6.5687	7.251	2.9957	3.0092	2.9957	3.0058	3.0705	6.6553	5.8875	4.9489	8.5526	8.4822	3.0109	8.962	3.1979	3.0109	2.9957	2.9957	3.983	3.0109	6.1456	2.9957	3.0109	3.5529	3.0109	2.9957	2.9957	3.9831	2.9957	2.9957	5.8287	6.2779	8.5878	3.517	3.2408	3.2408	2.9957	8.6046	2.9957	6.7246	2.9958	3.1844	3.256	10.3263	2.9957	8.4847	2.9957	4.1833	3.1572	3.476
Early blastocyst cell (86-88h post-fertilization)	6.1319	4.885	3.1115	6.8916	7.4128	6.6187	5.5734	5.6127	7.8301	3.2097	7.7519	6.1736	2.9957	5.7581	3.1164	3.2232	6.4758	3.5641	5.6811	7.1949	4.1538	6.9716	7.8108	3.8992	3.0307	3.4574	5.5923	6.0046	6.5662	5.3509	4.2956	8.6106	3.4973	4.183	4.0806	11.1236	8.08	6.3861	2.9957	4.1926	6.9862	7.191	7.6165	7.5497	3.7677	7.6527	2.9957	2.9957	5.9885	2.9957	4.219	5.3365	5.7072	5.7689	8.3284	2.9957	4.4495	2.9957	3.4696	2.9957	2.9957	3.1011	5.9086	6.417	8.3514	2.9957	2.9957	2.9957	3.5807	2.9957	7.7844	5.7194	2.9957	3.0545	8.6049	7.3679	3.0602	6.7035	4.3088	8.1194	6.6009	2.9957	5.0142	5.4034	6.3945	3.0088	3.0035	2.9957	7.2366	7.5705	7.274	8.6504	7.4386	8.1263	2.9957	7.8954	5.4202	4.9032	4.888	2.9957	3.3646	3.9798	5.237	7.3384	3.7114	4.3873	7.3278	5.2237	3.6297	6.5074	3.002	4.3564	5.7142	7.5405	3.8373	4.0785	3.0203	2.9957	7.3711	6.0667	2.9957	6.4543	6.0157	2.9957	4.0651	5.418	5.0019	7.659	8.6529	5.1829	3.1994	2.9957	8.4287	7.4186	5.5943	4.7885	7.7627	6.5764	7.3737	3.4616	2.9957	3.2029	3.0892	3.406	7.1703	5.2032	4.194	8.628	7.9079	3.4033	9.0122	2.9957	3.4033	2.9957	3.041	5.8024	3.4033	7.2164	2.9961	3.4033	5.5405	3.4033	3.6013	2.9957	5.8027	2.9957	4.5927	6.8086	5.6994	8.3769	6.9805	3.7081	3.7081	5.7403	7.9036	5.023	7.3657	6.7464	3.1814	3.0504	10.2063	4.0123	8.226	3.0169	4.4969	3.3373	4.8909
Early blastocyst cell (86-88h post-fertilization)	5.2368	5.3539	3.0446	7.6587	7.1671	6.7916	5.2712	3.0092	7.7172	2.9957	7.3491	5.7826	3.0209	4.9976	6.6147	2.9957	6.5972	3.6707	5.9626	7.2382	3.0354	5.9115	7.3376	3.2381	3.0467	2.9957	4.5124	5.217	5.7256	4.3466	2.9957	7.9977	6.0825	2.9957	3.0447	10.7338	8.2759	6.0855	2.9957	3.0006	6.6025	7.8541	7.329	7.78	5.5455	7.9482	2.9957	2.9957	5.0603	2.9957	4.2601	6.4225	4.8863	5.7173	8.0807	2.9957	2.9957	2.9957	2.9957	2.9957	2.9957	3.0034	5.1532	6.0243	8.5897	2.9957	2.9957	2.9957	3.0475	2.9957	8.241	5.8749	2.9957	2.9957	8.3834	7.6392	3.0371	6.6639	4.1718	8.445	5.8517	2.9957	4.7935	3.3621	5.3756	3.0104	2.9957	2.9957	7.0346	6.7545	6.9087	8.8659	7.5718	8.3154	2.9957	7.9144	5.8611	4.5594	2.9957	2.9957	2.9957	2.9957	4.4837	7.1278	5.5821	2.9957	7.4338	3.7567	4.851	6.9994	2.9957	4.0746	5.678	7.6098	5.3577	4.7671	2.9957	2.9957	6.9028	6.2505	2.9957	5.9553	5.4049	3.2043	3.7677	4.483	3.4084	7.4286	8.2726	2.9957	5.3528	2.9957	6.8275	7.7329	5.5199	4.9775	7.2372	6.624	6.5542	2.9957	2.9957	2.9957	2.9957	3.078	6.9295	4.9289	3.7704	7.3011	7.8425	2.9957	8.9232	2.9957	2.9957	2.9957	2.9957	4.6788	2.9957	6.9467	2.9957	2.9957	5.2913	2.9957	2.9957	2.9957	4.6788	3.089	2.9957	6.5682	5.8071	7.3512	4.5854	2.9957	2.9957	2.9957	8.1743	7.3959	7.453	3.1097	3.0058	2.9957	9.7939	2.9957	8.3482	2.9957	2.9957	3.704	4.9959
Early blastocyst cell (86-88h post-fertilization)	4.8416	4.492	4.8085	6.8803	7.2038	6.7485	5.8505	5.2936	7.2879	2.9957	7.4816	6.0114	3.0964	5.626	5.4176	3.3313	6.5303	4.2004	5.4938	6.9866	5.461	6.4755	7.1666	4.3766	3.1159	4.0002	5.9863	5.742	6.532	6.4115	3.0046	7.8525	3.2143	3.116	5.3919	11.0727	8.0139	6.4984	2.9957	4.5463	6.7319	7.2923	7.2649	7.573	4.5031	7.9165	2.9957	2.9957	5.2741	2.9957	5.0002	6.2643	5.415	5.0177	7.8495	2.9957	3.2403	3.0435	2.9957	2.9957	3.0396	3.012	4.694	6.0931	8.0321	2.9957	2.9957	2.9957	3.0785	2.9983	7.8308	6.287	2.9957	2.9957	8.7919	7.0491	3.1914	5.8793	3.022	7.6961	5.4232	2.9957	4.435	4.9073	4.9593	3.0094	2.9957	2.9957	6.6922	6.9372	6.5712	8.4237	7.057	8.1017	3.4682	7.2174	5.9544	5.2764	5.9352	2.9957	2.9957	3.4863	4.7365	6.8591	5.6212	3.0256	6.1734	4.2095	5.19	6.4656	2.9984	4.4853	5.9838	7.5068	4.4345	5.7182	3.0551	2.9957	6.7926	6.2791	2.9957	6.9388	5.536	2.9957	4.3679	5.0391	3.8054	7.5829	8.004	2.9957	4.5846	2.9957	7.3972	7.3774	6.331	5.4211	7.4196	6.2967	7.3599	4.1082	3.0226	3.6781	3.1247	2.9957	6.4169	5.3988	5.7571	8.6406	7.1388	3.3194	8.5663	4.4284	3.3194	3.1482	3.1327	5.6947	3.3194	6.4425	3.8327	3.3194	4.696	3.3194	2.9957	2.9957	5.6949	2.9957	2.9957	4.1342	6.3744	7.9158	5.5298	3.1976	3.1976	4.0673	7.3389	4.0456	7.0032	3.0748	3.4395	3.0187	9.0797	4.6669	7.9911	3.2576	5.1037	3.5955	5.5131
Early blastocyst cell (86-88h post-fertilization)	5.351	5.4541	2.998	6.5505	8.0575	7.1502	6.4449	5.7163	7.7149	2.9957	7.7609	6.0502	3.0076	5.8003	3.0072	3.0921	6.3753	2.997	6.9766	7.0989	3.0003	6.7448	7.2177	3.0581	3.0853	3.1142	5.7375	5.776	6.6344	5.49	2.9957	8.5207	2.9957	3.0001	6.0776	11.1752	7.9976	6.2172	2.9957	3.1345	6.615	7.3721	7.8525	7.0904	5.2078	7.8758	2.9957	2.9957	6.3751	2.9957	5.476	4.6648	5.2192	6.0253	8.1225	2.9957	2.9957	3.0426	2.9957	2.9957	4.5156	2.9957	6.5339	5.1142	8.1415	2.9957	2.9957	2.9957	3.1072	2.9957	8.1136	4.906	2.9957	2.9957	8.9757	7.6042	3.0836	5.8933	5.1227	8.6183	6.4678	2.9957	2.9957	3.0801	6.6356	2.9957	2.9957	2.9957	7.189	7.2744	7.3003	8.6775	7.8343	7.7221	2.9957	7.6124	6.3476	3.4342	2.9957	2.9957	2.9957	3.0863	5.8826	7.113	5.6341	4.0723	7.0399	3.0575	4.7508	7.4875	2.9957	2.9957	6.05	8.1835	3.1599	5.3926	2.9957	2.9957	6.7102	7.0975	2.9957	7.0016	5.946	2.9957	3.1323	2.9957	3.0981	7.7768	8.6105	2.9957	3.1589	2.9957	7.4892	7.5051	5.7327	5.4703	7.4933	7.454	7.76	2.9957	2.9957	3.2746	2.9996	2.9957	7.0939	5.0794	5.7538	8.4578	7.498	3.2663	8.892	2.9957	3.2663	2.9957	2.9957	5.5302	3.2663	6.8781	5.4379	3.2663	2.9957	3.2663	3.2917	2.9957	5.5303	2.9957	2.9957	7.1694	6.0562	8.4476	6.8472	3.7841	3.7841	2.9957	8.6556	5.5761	6.9429	3.007	3.0085	2.9957	9.8122	3.449	8.1123	3.0397	2.9957	2.9957	2.9957
